	Segment ID	Source Segment	Ref	MT_Y	MT_Z	Ref_rating	MT_Y_rating	MT_Z_rating	Error	MT_Y_tokens	MT_Z_tokens
227	228	Last time, I ended up in hospital for a month and I'm not going there again. Sorry.	"지난번에는 결국 한 달 간 병원에 입원했다. 또 가고 싶지 않다. 죄송하다."""	저번에는 병원에 한 달 동안 입원했는데 다시는 안 갈 거예요. 죄송해요.	지난번에 한 달 동안 병원에 입원했는데 다시는 안 갈 거야. 미안합니다.	1	2	2	F	저번 에 는 병원 에 한 달 동안 입원 했 는데 다시 는 안 갈 거 예요 . 죄송 해요 .	지난번 에 한 달 동안 병원 에 입원 했 는데 다시 는 안 갈 거 야 . 미안 합니다 .
228	229	"Pete Townshend explained what was going on to the audience: ""It sounds like he cannot do any more, I'm afraid..."""	"피트 타운젠드는 관중들에게 무슨 일인지 다음과 같이 설명했다. ""돌트리가 더 이상 연주할 수 없는 모양이다… 유감스럽지만”"	"피트 타운센드는 관객들에게 무슨 일이 벌어지고 있는지 설명했다. ""그가 더 이상 할 수 없는 것처럼 들리는데, 유감스럽게도..."""	"피트 타운센드는 청중들에게 무슨 일이 일어나고 있는지 설명했다. ""더 이상 할 수 없는 것 같아, 유감스럽게도..."""	2	1	1	F	"피트 타운센드 는 관객 들 에게 무슨 일 이 벌어지 고 있 는지 설명 했 다 . "" 그 가 더 이상 할 수 없 는 것 처럼 들리 는데 , 유감 스럽 게 도 . .."""	"피트 타운센드 는 청중 들 에게 무슨 일 이 일어나 고 있 는지 설명 했 다 . "" 더 이상 할 수 없 는 것 같 아 , 유감 스럽 게 도 . .."""
229	230	The band left the stage, originally suggesting they would try to work out the rest of the set without Roger.	더후는 무대를 떠났고 처음에는 로저 없이 나머지 무대를 진행해보겠다고 제안하긴 했었다.	밴드는 무대를 떠났고, 원래 Roger 없이 나머지 세트를 해결하려고 노력하겠다고 암시했다.	밴드는 원래 로저없이 나머지 세트를 해결하려고할 것이라고 제안하면서 무대를 떠났습니다.	1	3	2	F	밴드 는 무대 를 떠났 고 , 원래 Roger 없이 나머지 세트 를 해결 하 려고 노력 하 겠 다고 암시 했 다 .	밴드 는 원래 로저 없이 나머지 세트 를 해결 하 려고 할 것 이 라고 제안 하 면서 무대 를 떠났 습니다 .
230	231	"When he returned, Townsend said: ""I'm really, really sorry."	"로저가 돌아오자 타운젠드는 이렇게 말했다. ""정말 정말 죄송하다."	"그가 돌아왔을 때 타운센드는 ""정말 정말 죄송합니다."	"그가 돌아왔을 때, 타운센드는 말했다: ""정말, 정말 미안해."	1	1	1	T	"그 가 돌아왔 을 때 타운센드 는 "" 정말 정말 죄송 합니다 ."	"그 가 돌아왔 을 때 , 타운센드 는 말 했 다 : "" 정말 , 정말 미안 해 ."
231	232	Roger cannot actually speak now.”	로저는 사실 지금 말을 할 수 없는 상태다.”	"Roger는 지금 실제로 말할 수 없습니다."""	로저는 지금 말을 할 수 없어.”	1	2	1	F	"Roger 는 지금 실제로 말 할 수 없 습니다 . """	로저 는 지금 말 을 할 수 없 어 . ”
232	233	Apparently, before the show, he saw a doctor, and you know, he's been singing so f***ing great through this tour.	“로저가 공연 전에 분명히 병원에 갔었고, 알다시피 투어 내내 존X 노래를 잘했다.	"""분명히, 쇼 전에 그는 의사를 만났고, 알다시피, 그는 이번 투어를 통해 노래를 아주 잘 불렀습니다."	"""분명히 쇼 전에 의사를 만났는데, 이번 투어를 통해 정말 f**를 부르고 있는 겁니다."	1	2	3	F	""" 분명히 , 쇼 전 에 그 는 의사 를 만났 고 , 알 다시피 , 그 는 이번 투어 를 통해 노래 를 아주 잘 불렀 습니다 ."	""" 분명히 쇼 전 에 의사 를 만났 는데 , 이번 투어 를 통해 정말 f ** 를 부르 고 있 는 겁니다 ."
233	234	I don't know what the f*** is going on. 	어떻게 된 일인지 존X 모르겠다.	에프**가 무슨 일인지 모르겠어.	나는 f***가 무슨 일이 일어나고 있는지 모른다.	1	3	2	F	에프 ** 가 무슨 일 인지 모르 겠 어 .	나 는 f *** 가 무슨 일 이 일어나 고 있 는지 모른다 .
234	235	He has been on top of his game.”	로저는 항상 자기가 하는 일에 최고였다.”	그는 최고의 기량을 발휘해 왔다고 말했다.	"그는 최고의 실력을 발휘했다."""	1	1	1	T	그 는 최고 의 기량 을 발휘 해 왔 다고 말 했 다 .	"그 는 최고 의 실력 을 발휘 했 다 . """
235	236	I'm really sorry this has happened to you guys tonight…	“여러분에게 오늘 밤에 이런 일이 벌어져 정말 죄송하다…	"""오늘 밤 이런 일이 일어나게 되어 정말 유감입니다."	"""오늘 밤 너희들에게 이런 일이 생겨서 정말 미안해..."	1	1	1	F	""" 오늘 밤 이런 일 이 일어나 게 되 어 정말 유감 입니다 ."	""" 오늘 밤 너희 들 에게 이런 일 이 생겨서 정말 미안 해 . .."
236	237	"I don't think there is much point trying to put anything together that makes any sense because this is Roger's show and he's not in good shape."""	어떤 괜찮은 걸로 공연을 메꾸려는 게 의미가 없는 것 같다. 왜냐하면 이건 로저가 주인공이고 그의 컨디션이 좋지 않기 때문이다.”	"이건 로저의 쇼이고 상태가 좋지 않기 때문에 말이 되는 어떤 것을 함께 하려고 하는 것은 의미가 없다고 생각합니다."""	"로저의 쇼고 몸매가 좋지 않기 때문에 말이 되는 것을 종합하려고 노력하는 것은 별 의미가 없다고 생각한다."""	1	2	3	F	"이건 로저 의 쇼 이 고 상태 가 좋 지 않 기 때문 에 말 이 되 는 어떤 것 을 함께 하 려고 하 는 것 은 의미 가 없 다고 생각 합니다 . """	"로저 의 쇼고 몸매 가 좋 지 않 기 때문 에 말 이 되 는 것 을 종합 하 려고 노력 하 는 것 은 별 의미 가 없 다고 생각 한다 . """
237	238	The crowd was completely supportive, cheering the 74-year-old as he explained what had happened and how the band hoped to return to honour their commitment to the show.	타운젠드(74)가 그간 있었던 에피소드와 자신들이 얼마나 다시 돌아와서 공연에 최선을 다하고 싶은지 설명하자 관중들은 그를 응원하며 매우 협조적인 모습을 보였다.	관중들은 이 74세의 소년이 무슨 일이 일어났는지, 그리고 이 밴드가 이 공연에 대한 헌신을 기리기 위해 어떻게 돌아오길 원하는지 설명해주며 그를 응원했다.	군중들은 74세의 이 선수가 무슨 일이 일어났는지, 그리고 밴드가 어떻게 쇼에 대한 그들의 헌신을 기리기 위해 돌아오기를 희망했는지 설명하면서 완전히 지지했다.	1	3	2	F	관중 들 은 이 74 세 의 소년 이 무슨 일 이 일어났 는지 , 그리고 이 밴드 가 이 공연 에 대한 헌신 을 기리 기 위해 어떻게 돌아오 길 원하 는지 설명 해 주 며 그 를 응원 했 다 .	군중 들 은 74 세 의 이 선수 가 무슨 일 이 일어났 는지 , 그리고 밴드 가 어떻게 쇼 에 대한 그 들 의 헌신 을 기리 기 위해 돌아오 기 를 희망 했 는지 설명 하 면서 완전히 지지 했 다 .
238	239	"Townsend said; ""We will publish a date for our return as soon as we can."	"타운젠드는 이렇게 말했다. ""가능한한 빨리 공연 날짜를 발표하겠다."	"Townsend는 ""우리는 가능한 한 빨리 귀국 날짜를 발표할 것입니다."	"타운센드는 ""가능한 한 빨리 귀환 날짜를 발표할 것""이라고 말했다."	1	3	2	F	"Townsend 는 "" 우리 는 가능 한 한 빨리 귀국 날짜 를 발표 할 것 입니다 ."	"타운센드 는 "" 가능 한 한 빨리 귀환 날짜 를 발표 할 것 "" 이라고 말 했 다 ."
239	240	Let me explain one thing... 	한 가지만 설명하겠다…	한 가지 설명하지	한 가지만 설명하겠습니다.	1	1	1	F	한 가지 설명 하 지	한 가지 만 설명 하 겠 습니다 .
240	241	We only do one day on, one day off.	우리는 하루 공연하고 하루는 쉰다.	하루만 하고 하루만 쉬어요.	하루만 쉬고 하루만 쉬면 돼	1	1	2	F	하루 만 하 고 하루 만 쉬 어요 .	하루 만 쉬 고 하루 만 쉬 면 돼
241	242	"This is because Roger's vocal surgeon insists he has a day off…"""	"그 이유는 로저의 성대 담당의가 하루는 쉬어야 한다고 했기 때문이다…"""	"이는 로저의 성악외과 의사가 로저가 하루 쉬어야 한다고 주장하기 때문입니다…"""	"로저의 성대 외과의가 하루 쉬어야 한다고 주장하기 때문이다..."""	1	1	1	T	"이 는 로저 의 성악 외과 의사 가 로저 가 하루 쉬 어야 한다고 주장 하 기 때문 입니다 … """	"로저 의 성대 외과의 가 하루 쉬 어야 한다고 주장 하 기 때문 이 다 . .."""
242	243	I swear to you we will come back and we will honour your tickets.	“여러분에게 우리가 꼭 돌아와서 여러분의 티켓이 의미가 있도록 하겠다고 맹세한다.	"""약속하건대 우리는 돌아올 것이고 당신의 표를 받을 것입니다."	"""우리가 다시 돌아와서 네 표를 기릴 것을 맹세한다."	1	3	2	F	""" 약속 하 건대 우리 는 돌아올 것 이 고 당신 의 표 를 받 을 것 입니다 ."	""" 우리 가 다시 돌아와서 네 표 를 기릴 것 을 맹세 한다 ."
243	244	I love you so much and I'm sorry to let you down.	"정말 사랑하고 실망시켜 죄송하다."""	"너무 사랑하고 실망시켜서 미안해."""	"널 너무 사랑하고 실망시켜서 미안해."""	1	1	1	F	"너무 사랑 하 고 실망 시켜서 미안 해 . """	"널 너무 사랑 하 고 실망 시켜서 미안 해 . """
244	245	Following the show, the upcoming Friday and Sunday night concerts in Dallas and Denver were cancelled.	공연이 끝난 후 댈러스와 덴버에서 열릴 예정이던 금요일과 일요일 밤 콘서트는 취소되었다.	이 쇼에 이어 금요일과 일요일 밤 댈러스와 덴버에서 열릴 콘서트가 취소되었다.	쇼가 끝난 후 달라스와 덴버에서 열리는 금요일과 일요일 밤 콘서트가 취소되었습니다.	1	1	1	F	이 쇼 에 이어 금요일 과 일요일 밤 댈러스 와 덴버 에서 열릴 콘서트 가 취소 되 었 다 .	쇼 가 끝난 후 달라스 와 덴버 에서 열리 는 금요일 과 일요일 밤 콘서트 가 취소 되 었 습니다 .
245	246	Their next show is on October 9 in San Francisco.	다음 공연은 10월 9일 샌프란시스코에서 열린다.	그들의 다음 공연은 10월 9일 샌프란시스코에서 열린다.	그들의 다음 쇼는 10월 9일 샌프란시스코에서 열린다.	1	1	1	F	그 들 의 다음 공연 은 10 월 9 일 샌프란시스코 에서 열린다 .	그 들 의 다음 쇼 는 10 월 9 일 샌프란시스코 에서 열린다 .
246	247	The band will open their UK tour in Manchester n March 16, 2020.	더후는 2020년 3월 16일 맨체스터에서 영국 투어를 시작할 예정이다.	밴드는 2020년 3월 16일 맨체스터에서 영국 투어를 시작할 것이다.	이 밴드는 2020년 3월 16일 맨체스터에서 영국 투어를 열 것이다.	1	2	3	F	밴드 는 2020 년 3 월 16 일 맨체스터 에서 영국 투어 를 시작 할 것 이 다 .	이 밴드 는 2020 년 3 월 16 일 맨체스터 에서 영국 투어 를 열 것 이 다 .
247	248	US deaths could result in Scottish ban on vaping and e-cigarette ads	미국 내 사망 사건의 여파로 스코틀랜드, 베이핑 및 전자담배 광고 금지해	미국의 죽음은 스코틀랜드의 베이핑과 전자담배 광고 금지를 초래할 수 있다.	미국의 죽음은 스코틀랜드의 vaping과 전자담배 광고 금지로 이어질 수 있다.	2	1	1	F	미국 의 죽음 은 스코틀랜드 의 베이 핑 과 전자 담배 광고 금지 를 초래 할 수 있 다 .	미국 의 죽음 은 스코틀랜드 의 vaping 과 전자 담배 광고 금지 로 이어질 수 있 다 .
248	249	A BAN on advertising for e-cigarettes and vaping products, is being considered by ministers.	정부 부처에서 전자담배 및 베이핑에 대한 광고 금지를 고려하고 있다.	장관들은 전자담배와 베이핑 제품에 대한 광고 금지를 고려하고 있다.	전자담배와 전자담배 제품 광고에 관한 BAN이 장관들에 의해 고려되고 있다.	1	2	3	F	장관 들 은 전자 담배 와 베이 핑 제품 에 대한 광고 금지 를 고려 하 고 있 다 .	전자 담배 와 전자 담배 제품 광고 에 관한 BAN 이 장관 들 에 의해 고려 되 고 있 다 .
249	250	"The First Minister has confirmed that a consultation on the move would take place in ""the coming months."""	여당 대표는 해당 조치에 대한 논의가 “향후 수개월” 내에 진행될 것이라 밝혔다.	"제1장관은 이 움직임에 대한 협의가 ""앞으로 몇 달 안에"" 이루어질 것이라고 확인했습니다."	"초대 장관은 ""앞으로 몇 달 안에 이 같은 움직임에 대한 협의가 이뤄질 것""이라고 확인했다."""	1	2	3	F	"제 1 장관 은 이 움직임 에 대한 협의 가 "" 앞 으로 몇 달 안 에 "" 이루어질 것 이 라고 확인 했 습니다 ."	"초대 장관 은 "" 앞 으로 몇 달 안 에 이 같 은 움직임 에 대한 협의 가 이뤄질 것 "" 이라고 확인 했 다 . """
250	251	"Nicola Sturgeon says that if evidence supports further moves over the sale of such products her Government would ""not hesitate"" to act."	니컬라 스터전 대표는 이 제품들의 판매 추이에 대한 정보가 입수되면 스코틀랜드 정부가 “망설임 없이” 행동할 것이라고 말했다.	니콜라 스터전은 이러한 제품의 판매에 대한 추가적인 움직임을 뒷받침하는 증거가 있다면, 정부는 조치를 주저하지 않을 것이라고 말했습니다.	니콜라 스터건은 만약 증거가 그러한 제품의 판매에 대한 추가적인 움직임을 뒷받침한다면, 그녀의 정부는 행동하기를 주저하지 않을 것이라고 말한다.	2	1	1	F	니콜라 스터전 은 이러 한 제품 의 판매 에 대한 추가 적 인 움직임 을 뒷받침 하 는 증거 가 있 다면 , 정부 는 조치 를 주저 하 지 않 을 것 이 라고 말 했 습니다 .	니콜라 스터 건 은 만약 증거 가 그러 한 제품 의 판매 에 대한 추가 적 인 움직임 을 뒷받침 한다면 , 그녀 의 정부 는 행동 하 기 를 주저 하 지 않 을 것 이 라고 말 한다 .
