	Ref	Google Before	Google After	TER
290	경찰은 목요일 새벽 1시경 현장에 출동하였고, 해당 살인 미수 사건에 대한 조사에 착수했다.	경찰은 목요일 오전 1시에 남자의 집에 부름을받은 후에 살인적인 탐구를 시작했습니다.	경찰은 목요일 오전 1시에 남자의 집에 부름을받은 후에 살인적인 탐구를 시작했습니다.	0.0
291	수사를 진두지휘하고 있는 폴린 스테이블스 형사과장은 “한 사람을 그렇게 위험한 상태로 병원에 입원하게 만든 아주 끔찍한 사건이다”라고 말했다.	"조사를 주도하는 Pauline Stables는 다음과 같이 말했습니다. ""이는 병원에서 매우 가난한 상태에서 남자를 남긴 끔찍한 사건입니다."	"조사를 주도하는 Pauline Stables는 다음과 같이 말했습니다. ""이는 병원에서 매우 가난한 상태에서 남자를 남긴 끔찍한 사건입니다."	0.0
292	우리는 범인을 찾기 위해 여러 조사를 진행하고 있다.”	"""우리는 책임있는 사람들을 식별하기 위해 많은 문의를 수행하고 있습니다."	"""우리는 책임있는 사람들을 식별하기 위해 노력할 수있는 여러 문의를 수행하고 있습니다."""	0.3636
293	“사건의 범행 동기를 찾으려고 노력 중이지만, 우리는 이번 사건을 표적 범죄로 보고 있고, 현재로서는 더 넓은 지역에까지 위험이 존재하지는 않을 것으로 본다”	"""우리가 일어난 일을 위해 동기를 구축하려고하는 동안, 우리는 사건이 목표를 달성했다고 믿습니다. 나는이 시점에서 더 넓은 지역 사회에 위협이 있는지 믿지 않는다는 것을 강조하고 싶습니다."	"""우리가 일어난 일을 위해 동기를 수립하려고하는 동안, 우리는 사건이 목표를두고 있으며, 이번에는 더 넓은 공동체에 위협이 없다고 생각하지 않는다고 믿고 싶습니다."""	0.6667
294	“혹시 범인을 알고 있는 분은 우리에게 꼭 연락을 해주길 바란다”	"""누군가 누군가 누가이 일을했는지 ​​알고 나는 그들이 앞으로 나아가 우리에게 말하기를 촉구 할 것입니다."	"""누군가 가이 일을했는지 ​​알고 있고 나는 그들이 앞으로 나아가 우리에게 말하기를 촉구 할 것입니다."""	0.2857
295	“사랑하는 사람이 집에 와서 수상한 행동을 하거나, 몸에서 담배나 기름 냄새가 난다든가, 없던 상처가 발견되는가?”	"""사랑하는 사람이 의심스럽게 행동하고, 연기 나 가솔린의 냄새가 나거나 설명 할 수없는 부상을 입을 수 있습니까?"	"""사랑하는 사람이 의심스럽게 행동하고, 연기 나 가솔린의 냄새가 나거나 설명 할 수없는 부상을 입을 수 있습니까?"""	0.0625
296	“이런 끔찍한 범죄를 저지른 범인을 꼭 찾아야 한다.”	"""우리는이 무서운 범죄에 대한 책임자를 찾아야합니다."""	"""우리는이 무서운 범죄에 대한 책임자를 찾아야합니다."""	0.0
297	오리건주 강타한 대규모 노동자 파업	다음 대규모 노동 파업이 오리건 주를 강타하다	다음 큰 노동 스트라이크가 오레곤에 안타	0.8333
298	이 주립대학교 직원들의 가장 큰 불만은 저임금과 일터에서의 존엄성 부재 문제이다.	주립대 노동자들의 가장 시급한 불만은 낮은 임금과 직장에서의 존엄성 부족이다.	주립 대학 노동자들은 최저 임금과 직장에서의 존엄성이 부족한 중심지를 가장 잘 압니다.	0.9167
299	임금 격차만 놓고 봐도 충격적이다.	급여 격차만 해도 충격적이다.	유료 불균일만으로 충격적입니다.	1.3333
300	이들 중 절반 가량은 연봉이 4만 달러 조차 되지 않는다. (그리고 몇 백 명은 25,000달러도 안 된다.)	이들 근로자의 약 절반은 연간 $40,000 미만을 벌고 있습니다(수백명은 $25,000 미만).	이 근로자의 약 절반은 연간 4 만 달러 미만을 벌고 수백 달러는 25,000 달러 미만으로 만듭니다).	0.625
301	반면 대학 총장의 연봉은 평균 50만 달러이며 4명의 대학교 선수 코치의 경우는 백만 달러를 훌쩍 넘는다.	한편, 대학 총장의 연봉은 평균 $500,000이고 4명의 대학 운동 코치는 멋진 $100만 달러를 받고 있습니다.	한편, 대학 총장의 연봉은 평균 $500,000에 달하고 4명의 대학 운동 코치는 멋진 $100만 달러를 삭감하고 있습니다.	0.1875
302	대학 행정 직원들이 여섯 자리의 연봉을 누리고 전체 행정 지출은 계속 불어남에도 계약직 교직원 6명 중 1명만 식권을 지원 받는다.	학교 행정가는 6자리의 급여를 받고 전반적인 행정 지출은 계속 부풀려지고 있지만, 분류된 직원 6명 중 1명은 식품권을 받을 자격이 있습니다.	학교 행정관은 6 인치 급여와 전반적인 행정 지출이 계속 진행되는 동안, 6 명의 분류 된 직원이 푸드 스탬프를위한 자격을 갖춘 6 명입니다.	0.8182
303	포틀랜드주립대학교의 IT 직원인 알레한드로 세구라는 “나는 기꺼이 파업할 것이다. 왜냐하면 내가 근무하는 도시에 살 수 없을 정도의 임금을 받는 것은 부당하다고 생각하기 때문이다.”라고 말했다.	"포틀랜드 주립대학의 또 다른 IT 직원인 알레한드로 세구라는 ""사람들이 자신이 근무하는 도시에서 살 수 없는 임금을 받는 것이 공정하지 않다고 생각하기 때문에 파업에 기꺼이 나서겠다""고 말했다. ."""	"Alejandro Segurra로서 포틀랜드 주립 대학의 또 다른 IT 노동자는 ""나는 사람들이 봉사하는 도시에서 살 수없는 임금을받지 못하게하는 것이 공정하다고 생각하지 않기 때문에 파업을 기꺼이 갈 것입니다. . """	0.7857
304	포틀랜드주립도서관의 직원인 테레사 스테이플버그는 더 직설적으로 표현했다. “내가 파업하려는 이유는 내가 여기에서 24년간 근무했고, 나는 연봉 인상이 필요하기 때문이다. 생존에 필요한 돈이다.”	"포틀랜드 주립 도서관 직원인 테레사 스테이플버그는 훨씬 더 직접적이었습니다. ""저는 이곳에 24년 동안 일해왔기 때문에 파업을 하고 싶습니다. 그리고 생활 임금 인상이 필요합니다."""	"Portland State Library Worker Theresa Stapleburg은 더욱 직접적으로 더욱 직접적으로있었습니다. ""나는 24 년 이었기 때문에 나는 이곳에 갔고, 나는 생활 임금이 필요합니다."""	0.9091
305	극심한 인플레이션과 오리건 주의 높은 물가 때문에 이 직원들이 곤경에 처해 있지만, 경영진들은 이들의 처지에 일말의 동정심도 보이지 않고 있다.	인플레이션이 오르고 오리건의 생활비가 치솟으면서 이 노동자들은 허둥지둥 떠돌아다니고 있으며 경영진은 그들의 곤경에 대해 거의 동정을 보이지 않았습니다.	인플레이션이 올라가서 오리건에서 살아가는 비용이 솟아 오르면이 노동자들은 넙치에 남아 있으며 경영진은 그들의 곤경에 대한 동정심을 거의 보이지 않았습니다.	0.5789
306	2월에 시작된 임금 협상은 8월 중순에 결렬되었다.	2월에 시작된 계약 협상은 8월 중순에 결렬됐다.	2 월에 시작된 계약 협상은 8 월 중순에 무너졌습니다.	0.5556
307	당시 윗선에서는 쥐꼬리만한 생활비 인상이나 대학교 장기 근속 직원의 연공 서열 요구 거부, 직원 식비 인상 등 매우 터무니없는 제안을 했고, 직원들은 이를 무례하고 심지어 잔인하다고까지 여겼다.	그 시점에서 사장들은 아주 지긋지긋한 몇 가지 제안을 내놓았습니다. 즉, 사소한 생활비 인상, 장기 대학 근로자의 연공서열 요구 거부, 직원 급식 가격 인상 등 근로자들이 무례하다고 여겼습니다. 심지어 잔인하다.	그 시점에서, 상사는 생활의 비용이 크고, 장기간의 대학 노동자들로부터의 연공 서열, 직원 식사를위한 가격 하이킹을 거부하는 생활의 증가를 거부 시켰습니다. 노동자들은 무례한 것으로 보았고 심지어 잔인 해요.	1.037
308	펄머 씨는 “대학교에서는 보이지 않는 계급이 존재한다.”라고 말했다.	풀머는 대학에 불문율 수업 시스템이 있다고 말했다.	"""대학에는""대학에서의 익숙하지 않은 수준의 시스템이 있습니다. ""라고 Fulmer는 말했습니다."	0.8889
309	“거기서 우리가 제일 밑바닥이다.”	"""그리고 우리는 그 바닥에 있습니다."""	"""우리는 그것의 바닥에 있습니다."""	0.75
310	그는 “교육계 종사자들은 수십 년간 피해를 입었다.”라고 말하며,	그는 “교육 종사자들은 수십 년 동안 공격을 받아왔다”고 말했다.	"""교육 노동자들은 수십 년 동안 공격을 받았습니다.""라고 그는 계속했습니다."	0.5556
311	“이제 우리가 드디어 일어나서 반격에 나서게 되었다.	"""우리는 마침내 일어서서 반격합니다."	"""우리는 마침내 서서 싸우고 있습니다."	0.6
312	보통 기업에서 중산층을 계급적으로 차별하고 압박하는 반면 경영진들은 다른 사람에 비해 터무니없이 높은 연봉을 받으며 인플레이션보다 높은 비율로 연봉을 계속 불리는데, 그건 그거다.	경영진이 상대적으로 외설적인 급여가 인플레이션보다 높은 비율로 계속 상승하는 것을 보면서 기업 세계에서 계급주의와 중산층의 압박을 보는 것은 한 가지입니다.	경영진이 상대적으로 외설스러운 임금이 인플레이션을 지속적으로 올라가는 것을 보는 것처럼 경영진이 상대적으로 외설적 인 임금을 볼 수 있기 때문에 클래식주의와 중산층을 짜내는 것은 한 가지입니다.	0.8
313	이런 유사한 일이 교육계에서 벌어지는 걸 우리가 계속 용인할 수는 없을 것이다.”	"그러나 교육 분야에서 같은 일이 일어나는 것은 노동자들이 계속해서 용인할 일이 아닙니다."""	"그러나 교육에서 일어나는 것과 같은 일은 근로자가 계속할 수있는 것이 아닙니다. """	0.8333
314	물론 오리건주립대학교 직원들만 파업에 나선 건 아니다.	그리고 오리건주의 주립대학 직원들만이 행동을 취하는 것은 아닙니다.	그리고 오레곤의 주립 대학 노동자는 행동을 취하는 유일한 사람들이 아닙니다.	0.6
315	오리건은 현재 교전 직전 상태의 화약고나 다름없으며, 그 도화선은 밝고 뜨겁게 타오르고 있다.	오레곤은 지금 전투의 화약고이며 그 신관은 지금 뜨겁게 타오르고 있습니다.	오레곤은 현재 맥락을 묶고 퓨즈가 밝고 뜨거워지고 있습니다.	1.0
316	대형마트 체인인 프레드 메이어의 직원들도 고용주를 상대로 캠페인을 벌이고 있으며, 아직 공식적인 파업 계획은 없지만 긴장이 고조되고 있다. 이곳의 노동조합인 연합 식품 및 상업 노동자 555 지부는 이미 보이콧에 돌입했고 해당 체인을 상대로 불공정 노동 관행 보고서를 제출했다.	프레드 마이어(Fred Meyer) 슈퍼마켓 체인의 식료품점 노동자들은 고용주에 대한 캠페인을 강화하고 있으며 아직 공식적인 파업 계획은 없지만 긴장이 고조되고 있습니다. 그들의 노동 조합인 United Food and Commercial Workers Local 555는 이미 보이콧을 요구했으며 체인에 대한 불공정 노동 관행 보고서를 제출했습니다.	Fred Meyer 슈퍼마켓 체인의 식료품 점 노동자는 고용주에 대한 캠페인을 늘리고 있으며 아직 공격 할 공식 계획이 없지만 긴장이 높고 높습니다. 그들의 노조, 유나이티드 식품 및 상업 노동자들이 555 명이 이미 보이콧을 요구했고, 사슬에 대한 불공정 한 노동 관행 보고서를 제출했습니다.	0.6098
317	의료계에서는 카이저 퍼머넌트의 노조인 서비스종업원 국제연맹49 지부의 회원 4,500명이 기존의 계약이 10월 만료되기 전까지 협상이 타결되지 않을 경우 파업하는 것을 (찬성 98%로) 승인했었다. 그러나 새 임시 합의가 체결되며 가까스로 이 상황을 피할 수 있었다.	의료 부문에서 Kaiser Permanente의 Service Employees International Union Local 49 근로자 4,500명은 10월에 기존 계약이 만료되기 전에 거래가 이루어지지 않으면 파업(승인율 98%)을 승인했습니다. 새로운 잠정적 합의로 회피	의료 부문에서는 Kaiser Permanente의 국제 노동 조합의 49 명의 국제 노동 조합이 10 월에 기존 계약이 만료되기 전에 거래가 거래가 이루어지지 않는 경우 공격을받지 못했습니다 (98 % 승인률) 새로운 임시 협정을 피했다.	0.6875
318	다른 지역의 동종 업계에서는 아스토리아 병원의 간호사 120명 이상을 대변하는 오리건간호사협회와 병원 경영진 간의 계약 협상이 교착상태에 빠졌다. 이들의 최종 계약은 5월에 만료되어 시간이 얼마 남지 않았다.	업계 다른 곳에서 Astoria Hospital의 120명 이상의 간호사를 대표하는 Oregon Nurses Association은 병원 행정부와의 계약 협상에서 교착 상태에 빠졌습니다. 그들의 마지막 계약은 5월에 만료되었고 시계는 똑딱거리고 있습니다.	업계의 다른 곳에서는 아스토리아 병원에서 120 개 이상의 간호사가 넘는 오레곤 간호사 협회는 병원청과의 계약 협상에서 교착 상태가되었습니다. 그들의 마지막 계약은 5 월에 만료되었고, 시계가 똑딱 거리고 있습니다.	0.75
